"z","y0","y1","mu0","mu1"
0,3.15772731741586,7.44133576762315,3.89056346452065,5.71610839400229
0,4.28124448897517,8.93731228823314,5.87084437762124,8.91357380262723
0,7.62144693420193,8.91993027422506,7.00604015867176,10.0226755506285
1,-1.82824048839147,4.01563862234005,-1.04608943092023,2.95277893135047
0,-0.240268351330854,5.29627799757143,-0.478071955022782,6.24606883870935
1,0.413823716774607,1.67781578482713,-0.40281740701254,0.457133569924818
0,0.655554354536752,-0.162680028744521,-0.565118902049567,1.04464127674026
0,4.76814256066157,7.70547112487301,3.99384438014753,6.3835571413482
0,1.91562302056543,3.90352186188736,1.59211987166385,3.3977470885853
0,18.7728263245348,10.7998319732131,18.3011020361699,10.9776980836608
0,4.51623038793546,4.86446854585525,2.3812077447406,5.12782935236975
0,-2.97233654638693,0.783316825235722,-1.18367303421122,0.175735148090782
0,-3.01821287266257,-2.64648965208146,-3.48573585783355,-2.49573958147008
0,-0.555270018143755,2.87936273061415,1.65918959675442,3.99882722790935
0,13.9811779386135,9.15726009629645,14.7459196737789,8.29775454191003
0,1.01014475464744,-1.32462041808195,-0.875723535188979,-0.955144386738071
0,0.347020080539054,2.70049160820184,1.59211987166385,3.3977470885853
0,6.65833473419703,8.83045292806218,5.39159370230059,10.1997242936398
1,-7.11496777722794,-1.09412457173967,-6.60041125066092,-1.96584932139172
0,0.951960582142289,3.85970899674068,1.18016855803156,3.6545373148047
1,-4.28128969481476,0.425592554149121,-3.61646008530088,1.0473486060462
0,-3.1992991661604,2.90530941425415,-1.7136272694171,2.64643594503146
0,0.364877485369304,3.78665768310778,0.82950519747695,4.58185299110812
0,3.93274055453772,7.14938292588351,4.9401362925371,7.14815679327146
0,14.5394454343512,5.1078122666806,14.4001580784337,6.94045796254441
1,2.51628217463918,6.21338658184456,2.44516486529159,5.46187198051222
0,11.9551315832349,5.75765965937956,11.9113684397624,4.36015840023093
0,0.0277035753686379,3.67286542783944,0.661698911179877,4.10899894608572
0,7.06733437917911,-2.14441043472592,7.08458305840655,-3.95823671991372
0,3.71093737767217,6.21164108016702,4.55144206495699,6.31222021418148
1,-0.235171758916039,1.63954185703269,0.351668749179348,2.14654654028091
0,3.36283875982842,8.74036937451757,3.45398435715085,7.66882938592584
0,-3.73850392004567,0.241247626666953,-2.83057305121988,-1.13376551917995
0,11.8782265782787,2.31348251349979,12.7324715971392,3.44152728265172
0,0.991802220452465,8.38967131567528,2.80331601010626,9.46062186262533
0,4.77803244447728,8.78546215258071,4.81454143882481,9.83810224538293
0,1.84673376304354,0.933403725129413,1.71327865455372,1.03694591722402
0,8.99839292079419,12.1627004425618,8.22430184158462,12.2090216685434
0,7.43761679685617,13.4737214982156,7.37403460556171,13.8372451075155
0,4.78054483330777,5.34707132543055,5.07075045822028,6.60788860124531
0,0.772166693724558,4.4910270819995,2.64387996926496,4.28266086694397
0,5.47804639330797,10.2826483651179,6.02917838017415,9.83521750357724
0,0.82103111064239,0.0929904265608159,0.72349128126722,1.37618316061984
0,9.6076125318928,13.4324795207936,9.57292649508309,15.362983714283
1,1.89900676579385,7.58419301375441,2.40212018780344,6.40516169602316
0,-0.853654304279189,5.69896441955134,-0.227702594385419,5.0545674254949
0,9.86621561977696,11.1278682892535,9.29415258862717,12.1781917602047
0,1.91705018397304,2.63895096402213,2.55788130257816,3.75550895492516
0,0.425976094594433,3.62830947968986,0.777467120376227,4.75443423253372
0,18.2327427803357,15.5588250144151,18.5510238466601,14.0050216813663
0,2.46530514737271,4.77122117725082,0.222661115712408,4.71211946537238
0,6.05359147860144,10.1742762571993,4.69817190613688,9.14146983375645
0,-2.01308469394686,-3.46912868222054,-2.27787336600869,-0.310686696790866
0,3.50535555438955,4.91070123565337,3.31341583898465,5.43658350046221
0,15.6119365467244,10.013415897081,17.5803729177316,10.1718875908744
0,1.63918424010233,4.55004475719555,1.06325201341427,3.62719827765368
0,3.35689535620326,6.87569893006243,4.06085888384416,7.61636852260821
0,3.43967754972698,5.01355141954241,3.72844513250027,5.45888450024335
0,0.373917907849303,4.83763256749584,1.05814446870294,4.26722884324576
0,4.28490807600997,8.45027924254187,4.30893542111154,8.98763103779993
0,4.20671384278718,8.29634983291669,5.18158523231748,8.92200561848392
0,0.185129130368031,2.86500215659432,1.49734429482598,4.33022598229538
0,-1.33551345193565,0.113651566603992,-1.26099926564458,0.663319752668934
0,-1.213356526397,-0.974695057783507,-0.00833597013803589,0.112698200237909
0,5.42971893618201,9.65617187739806,5.17626623843467,8.18270608772016
0,-0.403957980935274,3.22634689826676,0.384731903482551,5.45724258029755
0,9.85683945391028,15.4635094977784,10.4146312082529,16.446390568422
0,5.26111096000756,9.44662334524255,6.31028563476056,9.08237504492505
0,-1.4294084926418,-1.3894486180552,-0.495189962617476,-0.998409866373817
0,3.60842841135975,2.6413143797856,2.53334296465257,4.08850395555667
0,4.21402764911361,9.69632553117544,4.00632864423593,9.55257778717213
0,6.8130433414498,11.8694477771644,6.87521550046596,11.7097726813082
0,2.76177772632197,0.884047557475808,2.8258419104399,3.20959435355762
0,-0.477587063851104,-0.77000993679396,-1.39165483209507,-0.716514878882768
0,5.80693222764152,10.8138357390221,5.52266087329262,9.51954198002089
0,1.92199654961393,3.72740707072809,1.96472038438645,3.42678182009503
