"z","y0","y1","mu0","mu1"
1,6.86637196762568,13.7234197488872,7.12724741692322,12.7457845010909
0,-6.85145593551064,-5.62445836995399,-7.59767275957201,-5.07654428412014
0,-5.29855040792451,-0.452316574824254,-4.83678157500723,1.31217704363312
0,-7.5654439644303,-4.80937765192928,-8.83294394839268,-4.11473032377351
0,5.52482699851761,8.78857179978991,6.44179603567781,8.50246370393036
0,6.94540354264118,7.95573829377295,7.09029952620615,10.4519911358797
0,4.21324509618311,9.03141273528549,3.61084655830595,8.86963209882697
0,-0.5662123777756,1.71551670967849,-1.0351170091721,2.40063809058767
0,-6.05214020830101,-3.22234711745849,-6.02485521240659,-3.36697718852847
0,-5.03829734911771,2.70493336661949,-5.52873572395186,2.48916555729499
0,-5.07627451714097,3.3408277502034,-4.79547481895866,0.942824200876903
0,4.15250114020445,3.95209198945097,3.00915245400166,4.31438319039411
0,4.7506536829413,9.90101226853788,5.45201540300534,10.7959856182951
0,3.38459649899371,8.80642475524018,4.38256849148084,7.93567999007512
1,4.62054357394835,8.98048370248581,5.45896108073618,9.12052200726699
0,3.97258683923,8.35058062649374,4.77562490831311,7.32520131910285
0,-5.00418965385685,-0.439514103919712,-6.01689796647394,-0.105907780622165
0,4.75269494689536,8.76581074031777,5.34411649140256,8.16633551793326
0,-5.10157384104431,-2.41987697170979,-6.97572996528273,-2.17225163593849
0,4.56751957595078,10.1139247118804,4.57451517507705,7.98778770818837
1,4.99209462433596,6.55151522898167,4.03252001274972,6.59662095009862
0,3.12300517955705,5.32797551291782,3.17039276706962,3.85033559198176
1,4.56974429105447,9.63743989218185,5.27913446529118,9.33357192492917
0,-6.50786940121818,-3.44056289918984,-6.37484731865057,-1.50715724374273
1,-3.1760720937308,1.7953704569869,-1.60295434475786,2.90591096013998
1,5.2094203811182,10.469580970871,5.9338446754041,9.4155595657316
1,-1.26724355552623,4.24218907302451,-0.830019817977469,3.86073468448981
1,5.91205988110492,8.94824269007558,5.88382161070658,10.9977682605534
0,-5.85090744620122,-4.17232908235094,-4.65432942774273,-4.2924381338623
1,-7.35962359127529,0.0526252493973631,-7.30521950785895,-1.14254940852527
1,6.14300796186648,8.09481186506618,5.45706101351357,8.71966364446117
0,-3.41086423478191,2.01726624513992,-1.95404026783152,1.96159365059973
0,-3.40966023691879,3.93898084941234,-2.8947496012626,2.13350050706361
0,6.00310980799875,10.074554055521,6.0084934236791,8.88480142779322
0,6.87704009246055,10.9481916561215,5.81966226696482,10.4385753566731
0,7.27005200962907,13.2045310347362,7.54959798405544,14.2316079083199
0,-6.68988922129047,-2.08255340673733,-6.74390522547528,-1.85858168870315
0,2.81436535934156,8.70743486289757,0.871011540152584,7.28949531352806
0,-3.67072686548306,0.425469444022662,-3.44951118815562,1.15445733111612
0,-6.44507501151569,1.12727568325813,-6.31130993319997,-0.212443579807012
0,4.42664469843213,7.88564892133744,4.64115120974982,7.8819806629273
1,6.15899564651004,6.8753942966772,4.27878752272181,7.3686016485607
0,-5.9244250066293,0.919755352798696,-6.84464789128345,1.12150835704975
0,4.28872841072565,6.20285290701982,4.00732720369617,5.75017278403847
0,-4.2483279089173,-1.121298927055,-5.59471260117354,-0.929077644469943
0,5.0615177046424,8.82288553128543,4.09637195420339,9.0945491659419
1,0.15567464561808,1.53147602823984,1.12632350702178,2.33194309505787
0,2.92773629772141,8.63010703007043,4.98255963211962,10.1733454845106
0,-7.97584479693929,-2.00496520880738,-6.9354033761208,-2.17255414810579
0,8.6578220273225,14.5502069454689,8.08583926986027,14.3112481830067
0,-10.2008004479384,-11.4374792685591,-10.7574532052075,-11.127963100217
0,-5.75988787601916,4.20312699475912,-4.75796220905021,3.0138317407455
0,3.62463371881773,10.0599640163516,4.86849045192805,9.63391684171737
0,3.05476046842627,2.7902388117496,2.70857803343938,3.84611914776586
1,3.74514444077657,12.2716361835277,5.60327005446391,10.8465246998708
0,-3.53992906987332,-0.137487353197387,-4.60250986892286,-1.05799796721462
