"z","y0","y1","mu0","mu1"
0,-1.53162932702767,1.45148213574526,-1.16934691473564,-0.0148891654751155
0,-3.13369326740556,1.49499611512863,-4.44832132201251,2.63464974186282
0,-3.7539545565964,2.6016401789798,-1.43937315663598,2.05784324902193
0,5.02504752132774,5.6113303547586,3.81062247108889,6.59446694171637
1,-0.715900092128352,15.2918739862828,0.74694760309132,16.1133887113727
0,-1.48491848948642,13.7219896401211,-2.82100671520663,14.4320215296096
0,-1.7610131638163,3.78774246333132,-1.41205362503057,3.8509233880857
0,-1.06920788281338,2.18073919975259,-1.79427358174386,2.64747098358762
1,3.20228494707119,17.5464238841902,2.91851900993596,16.900720032246
1,0.762934795915867,3.45797825779378,1.12308711312597,4.21412597160057
0,-4.51964548829229,3.04964897152008,-2.26249133882144,1.43469022603632
0,-1.79412357732823,1.71901563944952,-1.81966233769177,2.90205907705073
1,7.56772397087033,9.28302031629442,9.30243664912284,7.87498558847335
1,8.91999815435673,19.2040978368871,9.36519037918585,18.8299083341586
0,-3.41348497445374,3.5112157506575,-4.50943201954484,2.57106371455353
0,0.1381218444504,0.699375821588066,-0.877839159704362,0.482164248965249
1,2.94355826025641,4.7622240047308,0.922917373053226,3.7470849320117
0,-6.15103193635154,2.29235775358593,-4.16858089803117,2.95275341911454
0,1.4911860547629,6.14428373763242,1.33694974686798,6.84158590710561
0,-0.818270069989918,3.57448194062574,0.458904390138048,4.05137286366427
0,0.874501164938319,3.02621506177481,-1.62554751712186,2.96107059708912
1,1.09137028050265,6.29602975941084,1.87060124504623,6.20613845856263
0,6.46431751500227,5.02298008022003,7.53672484009726,6.38787868328178
1,-3.43142372541252,2.94717502837667,-3.11194239930391,2.14092849928559
0,-1.9358739661113,0.907577574613256,-2.07520411657121,2.26069949967542
0,7.02850809890916,14.5991018031609,5.56727797828734,14.1370836056541
1,-3.28911410710126,4.45519032515134,-3.7916133437375,2.1948451368017
0,0.0222889657335101,5.40774282475197,-0.491975379364852,4.22239376857748
0,4.58847691017964,6.49398588316187,4.7606040240657,5.6992074086904
0,-2.15462274793076,12.7495519971923,-1.42421554416947,13.7833912658105
0,-0.221405671985706,3.28960107924046,-0.464268869852015,3.66880845685097
0,7.30431162688039,6.49222856853131,6.8658635616361,7.08754198572974
1,4.04745270202171,4.69169273281181,4.08083343461853,6.0369279270858
1,-2.37773263771158,10.0843212674891,-3.76859152800619,11.1462427660581
0,-4.21263502032664,1.04577890290647,-2.04904139727929,2.5994880135401
1,0.0192898217719455,6.85510561227674,0.862548973132201,5.21858142699653
0,-2.21020725909712,2.95731959127663,-0.249710533859969,2.86052277856184
0,-3.30659288492825,13.1562191559292,-1.43883422535189,13.3595525191847
0,-5.11485244759931,14.5611258394156,-4.0901286694207,13.4988920510083
0,-2.35290682303641,3.0152684280959,-2.22606409022902,2.3264397444779
1,8.45342959164582,6.71851834109315,9.69009659604826,8.44962050127118
0,-4.4730824942537,2.99899634681133,-4.4166787672161,2.74487949223505
0,-3.35002671779699,0.0880502492659363,-3.44578863310737,1.26908199194833
1,7.33248045675299,6.39774408741204,5.90066022791713,7.43849041559087
1,-1.98815160639634,15.5242434304715,-1.70982247508184,15.5778080461319
