"z","y0","y1","mu0","mu1"
0,31.7254283082682,36.1441030825637,32.2197223064004,36.8989671833832
0,27.8259509043788,33.782528307991,28.6158006718201,33.2950455488029
0,32.7145824528094,35.2660647871991,32.4642407450568,37.1434856220395
1,25.6228827709181,31.5555160033598,26.7736609024436,31.4529057794263
0,24.550520630345,29.3536134439332,25.7590628924566,30.4383077694393
0,33.2987128443776,39.9008127285575,33.9216459101828,38.6008907871656
1,29.8030757854998,34.5671763435961,29.440270489536,34.1195153665188
0,31.037236566302,35.511662283634,31.0447111361201,35.7239560131029
0,24.2816035710526,30.4239079836179,25.0275816070492,29.706826484032
1,26.8281198569777,30.2994136566605,26.5116190551677,31.1908639321505
1,31.9546351446895,37.4344985034248,32.629415905258,37.3086607822407
0,30.9050168336907,35.4352689979988,31.4024816003793,36.081726477362
0,44.7115356627762,49.8424350229765,44.376752190033,49.0559970670157
0,20.6869173551935,27.4008270309408,21.5403798335708,26.2196247105535
0,19.8921796237235,23.0059384537828,18.5081470470047,23.1873919239875
1,29.8573993779286,34.5001225301161,29.1823455346976,33.8615904116804
1,40.3601904138524,45.8126922198587,40.2593096011461,44.9385544781288
0,32.8793466040192,38.073760836889,31.7316684319354,36.4109133089181
1,40.4687140363267,44.4408581779968,40.5121830988676,45.1914279758504
0,32.4739450651531,37.2868622557312,31.3322205019777,36.0114653789604
0,31.8420234094989,35.6805902590034,30.4295468241517,35.1087917011344
1,27.8297194385015,31.9712674195188,27.8558183673705,32.5350632443533
1,25.6021951085191,28.861763871701,24.0565483171087,28.7357931940915
1,28.2698355673446,32.5774201397191,29.0344720919602,33.713716968943
0,31.0496155723578,36.4697397021011,32.4729640296495,37.1522089066322
1,39.7954588080671,42.1172320634234,40.1394814753153,44.818726352298
0,36.3964449774654,41.7118804663541,36.379800663081,41.0590455400638
0,27.2986936932586,33.0284205662925,27.7622912048979,32.4415360818807
0,39.0170525277061,43.9972369898195,39.1294029767149,43.8086478536976
0,35.0981189902096,40.4146770162886,36.006246812779,40.6854916897617
0,27.8809595295548,34.9619135418051,29.4991747545968,34.1784196315795
0,23.3432361601654,28.0427027264584,24.792919989543,29.4721648665257
1,42.0742459558005,47.8541871788416,41.5295413372101,46.2087862141928
0,28.7600744460718,33.1834777014466,29.2396593011873,33.9189041781701
0,27.0525652259615,32.4292839633788,27.2403078423359,31.9195527193186
0,28.9272473838299,33.4706916567864,28.8001422733291,33.4793871503119
1,38.6099399810991,43.7862574567431,38.6231508897305,43.3023957667132
1,39.5155639966396,44.0199163374605,39.2791520734502,43.9583969504329
1,38.4279236059056,43.2697020217627,38.3380705896783,43.0173154666611
0,30.0426211276771,37.5135570070313,31.3313824308422,36.0106273078249
0,24.7629533967945,28.3259333534831,22.8899516613058,27.5691965382886
1,29.8107133640979,33.8151536936551,29.3534345892945,34.0326794662773
0,28.5751393764356,35.5311478096489,29.8239054784372,34.5031503554199
1,27.883426988004,33.312244641465,27.6641553313347,32.3434002083174
0,30.6759126237379,33.5385779038279,28.8519111521068,33.5311560290896
0,30.6227618540366,35.8603165833277,30.4127758539433,35.092020730926
0,27.4176362465012,32.5985508396958,26.6830561939656,31.3623010709483
0,22.3578160264961,26.6667993431655,22.7146179153349,27.3938627923176
1,27.6987561602137,34.2551677439505,28.4991655469892,33.178410423972
0,24.4667704295154,28.0285318035911,23.6682253130122,28.347470189995
0,27.7799632235985,31.2372576720358,26.7148739426402,31.3941188196229
0,24.9660435733226,32.3026020531537,27.1253984589737,31.8046433359564
0,32.06708162969,36.4203895921176,32.2627270535622,36.941971930545
0,31.2901622409986,36.0856484060436,31.894567296982,36.5738121739647
0,26.5933094895634,34.3395932316973,26.7251933151278,31.4044381921105
1,32.5160507311154,36.143995238671,32.4466772996613,37.1259221766441
0,29.0544072035124,33.7513012419764,30.2395065417747,34.9187514187575
0,37.6847853712659,41.0245637975457,36.252895612897,40.9321404898798
1,27.5892555285114,32.5048108026636,26.6211676151068,31.3004124920896
1,26.7994331104477,32.1245380544691,27.489202141227,32.1684470182098
1,29.1520548075204,33.3083364411997,28.3163164561954,32.9955613331782
0,29.6919441595532,35.2141113382384,30.6372665695624,35.3165114465452
0,31.4060026159862,38.1024258474524,32.0800530134116,36.7592978903944
0,26.8553333287776,32.5669391730005,25.9499565368868,30.6292014138696
0,22.2392239631286,27.9166815851077,22.0770892930148,26.7563341699976
1,25.3272891283906,30.0120189288521,25.5583077660391,30.2375526430218
1,26.2583505465634,33.0850721042827,27.8266697315439,32.5059146085267
0,27.1307166549616,31.7551033736086,27.2624565203994,31.9417013973822
0,25.8025308616302,30.5266877633656,24.9498726855168,29.6291175624995
0,35.1192564517931,38.2983323722393,34.5654682126863,39.244713089669
0,30.2358530630648,33.5303531592979,30.4659497616678,35.1451946386505
1,37.2520257343203,41.9009196206735,36.6262741164075,41.3055189933902
1,38.3748318494306,44.7542380349101,38.5238088373666,43.2030537143493
0,30.6119473882141,33.6127864615714,30.0607608134131,34.7400056903959
1,26.6591656683195,30.6800328838402,27.2033167575516,31.8825616345343
0,43.770469943869,47.5519434869095,43.4182226233233,48.0974675003061
0,28.0072300588758,35.4115573255083,29.2492955941752,33.928540471158
0,24.4753978519081,29.9888789349667,24.6703308374298,29.3495757144125
1,31.8362643281911,35.6990104249707,31.3205263251753,35.999771202158
0,24.0848631847846,27.3047303078765,24.1826762432686,28.8619211202514
1,38.9899540376663,46.0003580562277,40.7689804190101,45.4482252959928
1,28.6307499711046,34.7386591562361,29.342600307784,34.0218451847667
1,28.2140022758865,30.7225969968548,27.310424210609,31.9896690875917
0,29.9418279621179,33.5921070637158,27.8814241098309,32.5606689868137
0,33.6566555307332,38.2261821433596,32.6659152672288,37.3451601442115
1,34.5816202101034,37.0551840811098,33.8297984060264,38.5090432830092
0,24.3160631473559,31.4232692608422,25.2623340243988,29.9415789013816
1,24.9884864665211,31.3567330654266,27.0222588409021,31.7015037178848
0,23.8839278213384,30.6197313523485,25.6611975228772,30.3404423998599
0,36.2382192578059,42.3462197220783,36.0812461907194,40.7604910677021
0,31.7345552340062,37.8450604866946,33.2802392229271,37.9594840999099
0,30.561799670632,34.7605330364213,30.0721189655585,34.7513638425413
0,29.1588393902181,33.407199197166,27.6829262541584,32.3621711311411
0,25.0665321123565,28.8862983660103,24.9315775703459,29.6108224473286
0,32.1047053461143,37.003750321522,31.3354123314246,36.0146572084074
0,29.5900616130501,35.3423439418731,29.6925218147395,34.3717666917222
0,24.4612178604706,30.3378799212656,24.8334039854755,29.5126488624582
1,30.2539514161638,36.0090710502072,32.1130351452256,36.7922800222083
0,27.1293667543861,30.2972446650098,27.6074785194564,32.2867233964392
0,32.9316557190741,37.5463972218002,31.8125515026699,36.4917963796526
0,28.0938156654187,31.7444818223662,27.9475128078217,32.6267576848044
0,37.5143105714245,42.1636631168565,36.3308293759583,41.0100742529411
0,35.8140791684158,40.9022624066698,35.1174665450438,39.7967114220265
1,34.4549619417226,38.8865363011936,33.299890214871,37.9791350918538
1,32.5708825557088,35.8700249845822,31.5888284428032,36.2680733197859
0,29.8915057658773,34.8017361027577,29.1457173830771,33.8249622600598
0,25.8991053766295,30.8826091025512,27.1128206115729,31.7920654885556
1,30.6736375366904,36.9499414931637,31.3097174915599,35.9889623685426
1,33.0392223671599,37.6270282018363,33.1595982120258,37.8388430890086
0,28.3349524912534,35.4854451765681,29.5637937410023,34.2430386179851
1,30.3770787686676,34.5658601550765,30.3180157957821,34.9972606727649
0,27.5566059768716,31.0865951518107,28.1182744819773,32.79751935896
0,30.5442332740311,34.3003185565494,30.2736250469425,34.9528699239253
0,32.2823750119822,36.4725948225259,31.6914858667831,36.3707307437658
0,26.5288883808399,30.6896286168676,26.9556870924581,31.6349319694409
0,29.9204213399883,35.5198037162465,30.4815789672271,35.1608238442099
0,27.6788500415947,32.1734608895904,27.5673897321008,32.2466346090835
1,39.1237991102902,44.8734974434583,39.9478885566819,44.6271334336647
1,31.2585858867854,34.6485255287568,29.3330158042836,34.0122606812663
0,27.4232856495892,31.0200957527215,27.5290376073448,32.2082824843275
0,21.6631716938615,28.5500331797192,23.0155889876833,27.6948338646661
0,27.4183286635596,33.290561411082,28.3404280041887,33.0196728811714
1,36.8682662452313,39.9223471149203,36.037673242884,40.7169181198667
0,25.7538539868008,32.6887926452078,27.9117219857604,32.5909668627431
0,32.4878726164018,33.6986327913682,30.6757581764046,35.3550030533874
0,24.4314717845459,30.3122564853182,25.8934821730273,30.57272705001
0,23.6184030460684,27.7227439605655,23.9813380159768,28.6605828929595
0,25.6124923212231,29.440141233713,25.2570696942635,29.9363145712463
1,29.1838887956286,33.5310486309064,28.9431998383013,33.622444715284
0,26.0039712051205,29.541546225415,27.2152704958843,31.894515372867
1,36.612802218473,40.4746361003949,36.9141720321361,41.5934169091189
1,31.5020429645329,34.82691234068,30.2687765316759,34.9480214086586
1,27.6758973908423,32.4871071912025,28.1445850296178,32.8238299066005
0,23.130646545219,27.8491448116046,22.8385401095364,27.5177849865192
0,30.4374688689701,34.7363564118719,30.2722921518272,34.95153702881
0,32.2550563561905,38.8466028740141,32.395747436214,37.0749923131967
0,27.6398709136611,32.2614514528213,28.1229620430394,32.8022069200221
1,34.476024343441,40.9968797001427,35.2456085993063,39.9248534762891
1,24.1201388848108,29.0927302199658,25.3060591897079,29.9853040666906
0,27.3134975531274,31.7068445065129,26.6595851465576,31.3388300235403
0,32.9304537778532,40.9826552540207,34.3952470733785,39.0744919503613
1,33.7701570860108,38.2215779793784,33.447419998246,38.1266648752287
0,24.8036911500389,31.3333776185351,26.1954328128605,30.8746776898433
0,32.1796815633694,37.6109077056917,34.0384498324753,38.717694709458
0,29.6862543542662,32.4323441279507,28.7155935981143,33.3948384750971
0,31.965271114599,35.6777030723521,32.7771946435486,37.4564395205313
0,29.7764185205751,33.2319236186774,27.6839327615396,32.3631776385224
1,29.8733256714802,35.3432466689202,29.8339548639899,34.5131997409727
0,33.3747888426524,37.6169467029629,32.6281948627482,37.3074397397309
0,22.7103507042164,28.7046086997928,24.5070442140331,29.1862890910159
1,34.2579468959571,38.5412585589946,33.2692813432476,37.9485262202304
1,26.2478912510078,31.174802316992,25.8695512275648,30.5487961045475
0,29.0671264911338,33.0251051296797,27.6497976645622,32.3290425415449
0,28.1449199013111,32.47364596348,28.6735256611318,33.3527705381146
0,34.4846392362177,38.8006205614997,34.7143511166616,39.3935959936443
0,33.9163222084033,39.2506018139806,34.3681871551285,39.0474320321113
0,29.8664449397934,35.2548077498475,30.8059461962583,35.485191073241
1,26.0801150772083,31.5629480898419,27.8667555176778,32.5460003946605
1,28.9792709784132,33.5051392350101,27.8617478276859,32.5409927046686
0,26.9564631561385,31.9341879927122,27.4751686485282,32.154413525511
1,50.5224095746715,54.720769002455,50.7969824668716,55.4762273438544
0,21.4017752075509,25.8294857313227,20.8219553381624,25.5012002151451
0,26.1283546980628,32.3787065410763,26.9028188053403,31.5820636823231
0,28.7123645040903,33.343356980054,28.943400056869,33.6226449338517
