"z","y0","y1","mu0","mu1"
1,-53.252560025677,-46.608595724032,-51.9952566735214,-44.5529800787452
0,-30.4849713683008,-32.9877620254139,-30.8719414745004,-33.8742958633487
0,-34.4482181276069,-31.7460695962128,-34.8929690175272,-31.7632537648556
0,-32.7331946313932,-43.9348162632474,-32.6255960537839,-44.1299090258396
0,-38.9200977825584,-33.7049793674984,-39.6904986228292,-32.7126321641207
0,-39.7967289289463,-39.9591870998892,-38.8495809373903,-38.1630917821176
0,-43.1852889726778,-40.9308499421925,-42.530663383528,-39.84979504736
0,-35.6607073818144,-46.2427332032369,-36.0185958460948,-46.5679701123822
0,-35.5140281385133,-33.3247129541902,-36.0734167502089,-34.5157548724772
1,-37.7607277080066,-27.1507857588978,-35.8332627523065,-28.7087352366486
0,-47.9870528258953,-35.7961126332711,-47.9024639349729,-35.8035859451751
0,-31.4956891639645,-30.9224450825921,-32.1234181616896,-31.783859252692
0,-42.8256820763072,-33.1650151116502,-41.2680792738996,-33.6382733447171
0,-38.9998453630485,-33.3451557722751,-39.6610913269593,-33.7666944539789
0,-40.6819789827633,-39.7235211352695,-41.3451714159793,-39.9506099801659
0,-45.1328806228763,-39.2005383728944,-44.03748502369,-38.6272962913124
0,-42.4900597884572,-30.6991978656535,-43.2736964993499,-30.8114017417041
0,-43.8576968295404,-36.4261536970251,-43.2961330980379,-34.6308851054666
0,-38.6124307038855,-33.99940909659,-38.6234430199192,-34.6825703325041
0,-40.4916000775885,-36.0197725793661,-39.9730687384649,-36.2405634540601
1,-41.7741678878258,-37.7613546516939,-42.9199223047083,-38.3261568325863
0,-31.0273259095351,-35.4974277012422,-30.9425270123792,-34.6608323746947
0,-31.9760168448941,-33.538518361649,-31.8522092486013,-33.1514295848826
1,-33.0320599613223,-31.4504271222382,-33.4549441029093,-31.815816555931
0,-41.9736915319431,-33.6830552318774,-42.6921067385741,-31.372827538203
0,-42.7025231894002,-45.4370492755792,-42.5309946355801,-46.289609538713
0,-41.911662575929,-32.2774388249526,-42.8117995854794,-31.1190572306882
0,-41.7792299472526,-32.8758429520768,-41.037929982201,-31.9555327124793
0,-37.2815847842613,-32.1187938014848,-38.3550936092832,-32.9276925222783
0,-41.3941989793604,-35.4940242464536,-42.4486341875946,-35.7343660392192
0,-34.6300198466848,-43.1543493303198,-34.9528595045179,-42.2960089379556
